FileID,SpeakerID,DeviceID,Distance,TextLength
15dbd4a3792f35251b53a9e2c8587bbb,277,ios,0.25,27
86c6986b748152dcb66e6238e41b4506,277,ios,5,9
c54c0afbb680c9aad319e9c06060a3ef,277,android,5,5
3b9b35885a591f4fa12e958c8ee6aa73,277,mic,1,31
c67c17b7b027a3487473b7e719c90085,277,ios,1,4
bb2391b439e060329157f8e66fb8f299,277,android,1,8
48845b6212e6d69411f8c3558f4175ed,277,android,0.25,4
343b0592b7d3a62dbae7689631b53a1b,277,android,1,7
99989ce4fb6058f114b4bd067abfac33,277,mic,5,12
598f3d7d8afc817368229f2b95444ab1,277,ios,0.25,7
1baddd72bd70fb655d762a3992bdf35e,277,android,5,4
095970d03d8c4c9cf7bb7ba1d5f21317,277,mic,1,22
c1b4ff87b827533647704b34eeb1304d,277,android,1,13
1d179925be3dbf7315fba42a5e4f0ef9,277,android,0.25,16
af89d8d492257ea63157a93428caa37b,277,mic,1,10
9e159313cba340c93861d8d9beaf70b6,277,android,1,13
5b739f590533dacba4480a13c3a3c23f,277,android,5,12
91fdf6766f0e06758663cc7046008e1d,277,mic,5,11
1283289e1356cef92bc9b2523d7de86e,277,android,0.25,4
bb02d0c44c4e9bf154902ba900b0f4be,277,ios,5,7
68c0ae3aa366555b4be4a4a4fb428475,277,ios,0.25,19
aa3c7b3fbc95bad5949c6cc1bafa185f,277,mic,0.25,15
6d29bac4eb5661161f919789526667f1,277,ios,0.25,4
2330f4b7dd651d3e77a7855925c2bcd4,277,ios,1,4
766a1386b34a583642080d0eebc74ff4,277,mic,0.25,4
f986ed329cdf1a140d3bbf6c785dae46,277,ios,5,16
7e9371f85d13f0681bd2139d2743387d,277,mic,1,12
ca44afadf53de5676b9b2ca8a5b04a47,277,mic,0.25,4
97949e29547459c3a911ab69b14fcce1,277,ios,5,17
aad66d386b68318a97baf237e63a61ab,277,mic,5,4
c57b21a2d85b81ec76da56e577ade0d0,277,ios,1,8
562e57657cba329a6e2bf3ff4077e43a,277,mic,1,6
29343dfff6f6b237578699c1c56afef0,277,ios,1,4
a00cce8b144ac49b9ec057af2b3776fa,277,ios,1,4
5381f8bc6319211713fc2d1027586595,277,ios,0.25,19
467a8108050f2ac64858556004baa4d1,277,ios,1,10
2a0c4326d9d81f7eee2b85712c7fc4ad,277,ios,1,4
5b2f2bd8140ac8c585d3bacae92fcd00,277,ios,5,8
34d52c1b3d87a0b479f0f0c6739a3e80,277,mic,1,4
3024b6d463977f86eba9cba709106a7b,277,android,1,14
b2133440ea0156834a18552e136be4de,277,android,5,6
3af2f1510cdc9fcb9e66329ef9716b1b,277,ios,1,5
b19c4c66a1a49b1496e88e1afb79b853,277,android,1,5
d21c307180bda354d8e000aa8761e574,277,android,5,5
6c307ff1488dba10c3c14e17206f7614,277,ios,0.25,5
3e7f4cf9545a9088e427c9370a2d8933,277,android,5,10
5ca8661c14fe41a089d0d58b8fe4da33,277,android,1,4
df5a9f09b7762e7e37300f1b622b2427,277,ios,1,4
ac467501b31ea7ddfd6538b9e232b4b0,277,android,1,5
135e842951f7b09e130346995fdec875,277,ios,1,3
7710de31897116e903b9c72f4f18e6f0,277,android,5,4
96cb4ea5a1a86516b45e7f6f55101b0c,277,ios,0.25,21
e78ced88baf0b63d19edd8a074e8f437,277,mic,0.25,14
bc329c868ff7ec8d20c70908c3d8a0c9,277,ios,0.25,4
3ae2006476c3ab6299a006031bd10011,277,android,5,8
e52a1a4456e3dc9426a36c85b8eb4ea0,277,mic,5,13
49231408caa9b5de7c994a1d7d112010,277,ios,5,12
e46e8b7f3012eb147ba6b212a9cd9f24,277,ios,5,4
4056766219402c5cd30a4841389721f9,277,android,5,7
77baca0266e9dd3f5f9d64ed7b3fbaef,277,android,1,6
2bb1566a40a31ccf22809f4256845b78,277,ios,1,14
a21eafd1bcebadea6dbf7a2ed678ca37,277,mic,5,3
b48f5ef5e8610beeda9070c9a57b9ef3,277,android,1,14
9bab8eca226344ba12a608fb1e4efb30,277,ios,1,3
d2d3cdff2ca518a78e631f8c6c94b8e1,277,ios,0.25,8
ec718e739191ae6e55b9adc7d899cc48,277,android,1,5
4e40b57de2a6b1d64149de6ac8729750,277,android,0.25,4
20c4b3a7c9c6ef38f487a86557f33baa,277,mic,0.25,10
329bbc1ca55ba04ab5105a2622c36774,277,ios,5,4
50e3d70d4cfec535d9b017b066b520dc,277,ios,5,4
03232800d6d6dd0dc2c0425df7b6fe87,277,ios,5,4
d69fb10282d1a95692b3552abac425ae,277,android,1,3
30c5d35be5226661cf99e9fbab00cdc6,277,android,0.25,3
a6adffeefb0ef60d940d9cbe5fb9a705,277,ios,0.25,5
21a30e1a673638eb3a8d4a087c83e1c5,277,mic,0.25,16
9efc9972fe1b3bea8356692517b95bdf,277,mic,5,24
1183315f0720bc0d9e41b305850cb482,277,mic,1,3
2460667473678b21b9fc1ca3449c8474,277,android,1,6
667eca85afda2ff0f696109ff93553fd,277,mic,0.25,3
184f7d1a09aafc0c622a0d0ddfda8842,277,mic,5,3
bcdd54683927e210688fdb753f8201b9,277,android,1,6
8750edd0947c642a5ba0a80c852560d2,277,android,0.25,4
cf4e9b63ded79d6deb84b44940a68f3a,277,mic,1,5
13f67422ab66c36226b9819add39181f,277,android,5,5
56765c6bf1af26a3ddc60a71d5c4d39c,277,ios,0.25,5
6d5e04d49d59b06cc927cf09b9c85355,277,mic,5,8
1ce2587091034a8a5ef3326cd40b6360,277,mic,5,10
65fa3a76f916b91f6a18773f0a50aaf2,277,android,5,16
74b1276a7a6e842b9c4d42c3b4931e65,277,ios,5,12
e0559270ca2d573944ca688aba5cf3ac,277,ios,5,4
1338eb31bacf2ee5b1a9acac070737ab,277,android,0.25,7
b21994402f02d2066073317d7b34934c,277,ios,0.25,13
dd3ed638618cf9d564d4d14cd7d036a6,277,mic,5,8
b26ae681668b84980386084060944cd9,277,android,0.25,5
2a41d785afdc752bb3abd26f0da3bfe2,277,ios,5,27
ff8913b35b38a6fc8263876e121766da,277,android,1,16
c676d10c46c6cca6e718139966d40a6b,277,android,0.25,4
3bcd06e16101e4e88206a016416944b8,277,ios,5,8
797975bbc6b65ede297b110e6b209e5a,277,mic,1,5
ad0bae1615ed631498039ba745610672,277,mic,1,15
c59f53af58f28835d049470d316b9154,277,android,0.25,4
642afd99b2b6d4c1e97ce9f93035783b,277,android,5,13
a64b9d73db8ebd2392e0725e769381e7,277,ios,1,7
20c777314f0716a5d149bd186bc0bf66,277,android,0.25,13
39d2ebc8b0c4f1e4fd29a4a2a9442610,277,android,5,4
d0e219022a356c70be9ef2bacd37c304,277,ios,0.25,16
32e4c4b6e3438b0ec7490a78b04b0122,277,ios,1,4
8925e10f6827ed4d4730be0f32dbb0e9,277,mic,0.25,15
5ae3adc076ef20fda62cad23d3c940fa,277,android,0.25,22
736adafed5bb915b17a1db19ad231e08,277,android,5,4
dac3715cfb00dd5c0dad1f0f0e20ec3b,277,ios,5,31
82baec518ca9ae71486be6175fc5dd8c,277,mic,5,7
a7a97ed02abf7b1d6d6852436425e1f7,277,mic,1,5
3df93f06b224b8451cf854784a95f170,277,android,0.25,12
e639baba8cd390d969ff6647ae0f475e,277,ios,0.25,7
4e7537329d92b7a0e7f4bfaf818c6592,277,ios,0.25,4
764facef078b9623b8d59a22ed170cbe,277,android,5,4
2a78fb2cf53cb5526503fc67dc052858,277,mic,0.25,5
abde723af0b172ef38dba72297b4d1b2,277,mic,5,10
3e5857af1edfcae83f8af111d9835fce,277,mic,0.25,3
3c7271dd0592464caf7b6ffbd3530e13,277,mic,1,9
5a322e9d605e1dceae0c5709a75855e4,277,ios,5,16
1eca5d36f5e0d1f5c37de5f857ae125d,277,mic,1,6
12680514e3706bd6066428d74603e806,277,mic,1,4
cfa8fa8fcae75c3b48d3c9c4cf3e3f5d,277,mic,5,10
680a4eb0a6d56e05f1d930a253f6f677,277,ios,5,4
d706ef0cb18e7324d464a8947d0c6fcd,277,ios,0.25,4
409170bf06318131af7bbcbee162bc9d,277,ios,0.25,8
3174cde1acc0692835af58984ece44fc,277,ios,5,5
1051e59c09631510ea5f26b33466badd,277,mic,1,2
c56d34c76dce45e55da728a636d80ce4,277,mic,5,14
7750f3de301354e69efa9ec28bce39bc,277,mic,1,4
614ff6239b21874dcb8d790a69ac317b,277,ios,0.25,15
ae3c5158b859849193f88fe3ae78462f,277,android,0.25,5
83d95dd763276f19d3c6995ba7574fc9,277,mic,1,10
5e7303fc03ec64edfa3b212b87f3f4e9,277,android,1,5
9d9f8b24d065e79775e3ec7c355dc48a,277,android,0.25,5
3e805d84e4669f969f761ac9c7ea3613,277,android,0.25,8
8607d265cb80148146e92fd8924d81e3,277,mic,5,4
60e0f22e931a90a28b31ecc8a1516747,277,mic,5,23
4b67ab1f2ff1813f2a76d9cf6968aeb1,277,android,1,5
4aee5deb093834ed47dae870a9dad09d,277,ios,1,14
b48bb0806465ed71b22f00520c1224e5,277,android,1,4
c5fcdb4f6fbddddc93ee87670a1dfa6b,277,android,1,4
c2427c3572b268767ddc77f040da90f4,277,mic,5,9
894c8802cf5a2ccfc6c274537bd1a1a4,277,android,0.25,4
eb31092da8a48ecf43e8fc3383b3d36c,277,mic,5,9
dd4101745e64364657173a5b7922b99e,277,ios,1,14
40ef265e3fe4e3e8cbe4ea78b88e8651,277,android,5,5
5cc8f2c44f4b74f8665abee13342bd34,277,ios,0.25,9
9ff7ed331234614545434b8aa391786f,277,android,1,2
c5df3c4362a70f64e143ee5fa0591dcd,277,ios,0.25,11
b8380a02b43c25e5fb166093854076fe,277,android,5,3
f4045ba0355c0573abdf458f49d32de0,277,mic,5,2
d13100a0f15e3858fc4a6b71fcdd066e,277,ios,1,4
2c710ea08c1d44670017a54b8c8863dc,277,android,0.25,4
c6387c134dafcf5938c997a4b740e93e,277,ios,1,4
27b06bfd5cc38d6e1fa65813a0dba674,277,mic,5,4
0bfe40de37585487ac232900e73eed2d,277,android,0.25,5
ba63dbce0785ea25e7dffba249bf554f,277,ios,0.25,4
03af7a78bc0d3aea0699b3dd66ace0d5,277,android,1,27
bf3e3f4ebe26d7a01db51025b8023c16,277,android,0.25,9
6e150a6db9344b2313f7b33829703114,277,ios,1,11
c8436ee77b4f34fed116eb31595ec7cc,277,mic,5,5
023657ff3c8cd7f5cdebe34d192d47f3,277,ios,1,7
d20fc9cd38b1127f17d57bda72d2cbcb,277,android,5,4
005eee5063736918ce6f74c8e5f10708,277,mic,5,6
4cc6624c031ffedf6fb057bf40b9f413,277,ios,0.25,2
7879011f6661033ee263dc43ba7ab00d,277,android,1,4
38597dcc78bded166f6a3cb405f87e04,277,android,1,5
6eab3ce42f37d492775d3ac90d8fd508,277,ios,0.25,11
f0a7ea7dae3d3fb5ca08099e6776f146,277,ios,5,16
3ea5fb4b43a0dc2fb04f835e891c09be,277,mic,1,4
3ae3145184e1cafe57876531606e2c9d,277,ios,1,26
c6aa6b6bbc907f719806c179fb228e12,277,ios,0.25,15
646f914d223c5b9a6d6699b76732a5a6,277,android,5,12
a04d68440f102f9c05ac638645c492da,277,mic,0.25,12
74bdd599c399146e6144df8e22e16358,277,mic,1,4
f7b4e64c17293e67960e870138f3341d,277,ios,0.25,4
aff106c5ed81974aa0194609ecea364d,277,mic,0.25,4
fa6bb7dbea6cfe867ed15ad15b97db4e,277,mic,1,5
97a6c3457f870e4d84c18f489f07ca3c,277,android,0.25,4
ae22384e0cb0b3fc7dc6374bd00e4161,277,android,5,12
a8d57b5fe92bc98326882ddd9d0fb823,277,android,1,4
08beefb1d8da3d662f5786e03c5cc2be,277,android,5,4
405e1acd68676a4000f9c6a95bf5e8e3,277,android,1,10
088a2d421240ec41db65d533c8e571c8,277,ios,0.25,4
1868ca585c96def554b87b31cf3e96ad,277,ios,5,4
6835723d4856b0d51969e20be15396ba,277,android,1,10
751cfaec07c619ef3527d9a013098bd7,277,ios,0.25,4
663a69c14119f6e56f2ec0692eca46c0,277,android,1,11
171464a322296f4bd25600c7b9ba817b,277,android,1,5
5f7cd479688e0ed18c371ebe693e7477,277,ios,5,5
2eca8da0df17928dc5c04542af7525d4,277,ios,0.25,10
e064025349c17431cb9e3db1ca46b047,277,ios,5,4
c978e0420ca08e7a997026879142f95a,277,ios,5,15
7f163c5f12f1c238adfd15ff106b9dce,277,ios,1,15
548c9d7758b73dc22a28af04afe64d55,277,ios,0.25,3
b3431be827979d6ff31dd9e2ca5f1725,277,android,1,8
8016a5e16399c2b85fc6371f6bfbb726,277,ios,0.25,12
03321af55b0e8233d056565d3751ce09,277,mic,5,5
51a71c7c8ec99aa07b41e2acfa780187,277,android,5,9
5be778bc0dc19234dd1b0862be045be6,277,ios,5,4
3492f933ea06d15e465574f5d6119a55,277,mic,1,4
8a5756a63ccd025cd790cf445d73b4b7,277,android,1,12
82551de97db9e5f89495379d9bf8c3b1,277,mic,0.25,4
997b888d87a7826cb01fb7177ac02519,277,mic,0.25,4
2d5bf931feba421f22923876a6739641,277,android,0.25,3
e5670680361457603840df3633438acf,277,android,1,16
51d5aafcddf200c91cb0396d59f161c1,277,mic,1,4
9718c6664f2b18ba3765bc1f1074443d,277,ios,0.25,13
7a800e113c5238d0afa2e2d9148ab8b9,277,android,5,14
ba519fa3ba0c894477da6c01282fb925,277,mic,1,8
95f423ffde44ffcc1952076a14306f7d,277,ios,1,9
dc6901c5ef89766abfd279a38ff39d71,277,mic,1,12
9f210d11fb4b51b780c9af55faf60c44,277,android,5,3
9ad4a81a7730e20dee655e5a783051e5,277,mic,5,9
5409eaa3e118c6b5e3f45689dd557d30,277,android,1,22
970d9852b62a5f01b159812a44464616,277,android,5,4
3b2967f8e9c503b88f01e22fe5a589ba,277,ios,0.25,6
3e20ab9e7c4dbf68bedb512902975c08,277,ios,1,15
8402e193a28f1fb2ebde9360cb624f1c,277,android,5,10
8fa8fb6e6ee30e53492ed574baa77586,277,mic,0.25,4
0637f10955b9871baa612dd31893f1d6,277,mic,5,7
e38c549d54a341350d3f59f26c5d368b,277,mic,0.25,4
767ec11013966af3cd8870713d07282e,277,android,1,4
51fe0536fe1278080c96dced4b0eb5a8,277,ios,1,22
4cb19ca6ccc784818ef78ff06ce3ce99,277,android,1,5
7881391c531ad2e35de8a5dec7bd1d0a,277,mic,0.25,4
4a360eb95fb058d38f8ca5b16ae68e28,277,android,0.25,10
9e2f6fef5486a3aebe60ec45542b0585,277,ios,0.25,5
39b6175e759ac3d8cbc461dbf296835b,277,ios,1,5
0c54e548a7dabd1d5f28bebdc457b1b9,277,ios,0.25,4
04a8c2454dc813143e76b0825b64ea03,277,mic,1,26
0c5699dce2c44d3f2e696cdfb84f85a7,277,ios,0.25,16
dfd1c137f58ce5bb0395b7b23e29ba59,277,android,0.25,14
b5d75f68bd6a1092d0edfcb198d314d0,277,android,5,4
22d3bebc149e6658fee43f61765c2ed5,277,mic,5,10
88c9d090e8be279de214e0bfad148909,277,mic,1,4
7ce9315a56234663292029c4ff0cc358,277,android,0.25,16
81f052b2996c3863996456507ecf2d7a,277,android,5,8
e1078962a5aa140b715d6f2c51677dc3,277,android,0.25,5
fdc822516cf022bae670042eb3b3f97e,277,ios,0.25,8
6cf16945bf793ffb1f5856a9853548a3,277,android,0.25,4
73e65676caea485bddfa03caf87f49c7,277,ios,5,10
a800567576e98f36a317d85d41d16bb0,277,android,0.25,6
5bf06e3103dbe20ea535790f31e66955,277,mic,0.25,4
18c66a95c9f3469c1e08652b3f3d533f,277,mic,5,8
72a00e061ee48175e3a38caca0d6b199,277,mic,0.25,4
981fcecfd0da8e96f226d1c2a1cfcd1c,277,mic,1,4
51a3488f894c15db2ae2f0f612a099ff,277,ios,0.25,22
7711b9a9d6564d4c2adb6c13122564f7,277,mic,5,12
fb5f0b0dcfcf69c417f6fbb87f49a790,277,mic,5,6
5a5f0806227d618e203da6dbe1c92a45,277,android,5,10
353f8d9f0f4e2f044d21e49ef4abcf13,277,mic,1,4
f7e95fb139fbd86fa820ae8ed359597c,277,ios,0.25,10
42d9c4a59a1e8b78662b336cde58bc4a,277,ios,0.25,16
4353563e75be5441d339c5ec575e404d,277,ios,5,4
62cf32a45d5db6a64b5e6fbd7f9bd039,277,mic,5,11
921e7875a0ea429ea5a26895480b02bb,277,ios,0.25,12
9e7066ebcb8650fad6a25233003c3104,277,android,1,7
63b2d7bffa03c7b56432d59c8b5ea873,277,mic,1,12
ed2cb2a5b5371254796b6595c89a68bc,277,mic,5,31
1ef02c1c59853e733e485e2826da9bda,277,android,0.25,14
3391360ee391a3e81a0feead57eaca05,277,ios,0.25,14
48df81d1d4d8136b30fef34e41954be9,277,ios,0.25,6
f9767cdfc8fe64af8d1911349921f34d,277,ios,1,4
27fc566ca811df216e44bc286ee69dbe,277,mic,1,4
9a5ee51c9e1a31b83b6798fc8e80488a,277,mic,1,6
b599ce716d4dae27506c76a09d4c794c,277,mic,0.25,4
c0d0ae4d6caa3c4c139adacfc08fb950,277,android,1,5
a25b49b51d31971503eb175b45afbca5,277,android,0.25,8
efa4d167ec7d173a4fcf2b4d008c2030,277,ios,0.25,3
bc00a83fb284bb84d1d9c0404630624b,277,ios,1,6
79f36e574f6f4ad57789161f448e22e2,277,mic,1,4
390345eccd4c1149a6a8f485db08732b,277,android,1,6
b7f2b8c36ca3aa09ddbb4518ff5f8b49,277,mic,0.25,6
60d5cc9e17827003d80fcc4797c5449a,277,mic,1,6
d1e7d621a6eb82420cbb6d7ea50c681a,277,android,5,14
19643c577c3e485a2f406f687ae77caf,277,ios,5,4
1be78deadae10adcec20d76150e40cee,277,android,1,6
1fc9a70cd2659bc48ee071d0d43d337c,277,android,0.25,16
c5ece180839c70e73d2d9776b34c6b11,277,ios,5,4
